MEMS_SN__PARENT_SN,242_m1_Delta_F,242_m1_F_AC_peak,242_m1_F_BD_peak,242_m1_LED_1.8_PD_A,242_m1_LED_1.8_PD_B,242_m1_LED_1.8_PD_C,242_m1_LED_1.8_PD_D,242_m1_SNR_PD_A,242_m1_SNR_PD_B,242_m1_SNR_PD_C,242_m1_SNR_PD_D,242_m1_THD_PD_A,242_m1_Z_AC_peak,242_m1_Z_BD_peak,242_m1_lin_R2_PD_A,242_m1_lin_R2_PD_B,242_m1_lin_R2_PD_C,242_m1_lin_R2_PD_D,242_m1_lin_gain_PD_A,242_m1_lin_gain_PD_B,242_m1_lin_gain_PD_C,242_m1_lin_gain_PD_D,242_m1_min_IV_AC,242_m1_min_IV_BD,242_m1_sync_error,242_m2_Delta_F,242_m2_F_AC_peak,242_m2_F_BD_peak,242_m2_LED_1.8_PD_A,242_m2_LED_1.8_PD_B,242_m2_LED_1.8_PD_C,242_m2_LED_1.8_PD_D,242_m2_SNR_PD_A,242_m2_SNR_PD_B,242_m2_SNR_PD_C,242_m2_SNR_PD_D,242_m2_THD_PD_A,242_m2_Z_AC_peak,242_m2_Z_BD_peak,242_m2_lin_R2_PD_A,242_m2_lin_R2_PD_B,242_m2_lin_R2_PD_C,242_m2_lin_R2_PD_D,242_m2_lin_gain_PD_A,242_m2_lin_gain_PD_B,242_m2_lin_gain_PD_C,242_m2_lin_gain_PD_D,242_m2_min_IV_AC,242_m2_min_IV_BD,242_m2_sync_error,242_m3_Delta_F,242_m3_F_AC_peak,242_m3_F_BD_peak,242_m3_LED_1.8_PD_A,242_m3_LED_1.8_PD_B,242_m3_LED_1.8_PD_C,242_m3_LED_1.8_PD_D,242_m3_SNR_PD_A,242_m3_SNR_PD_B,242_m3_SNR_PD_C,242_m3_SNR_PD_D,242_m3_THD_PD_A,242_m3_THD_PD_B,242_m3_THD_PD_C,242_m3_THD_PD_D,242_m3_Z_AC_peak,242_m3_Z_BD_peak,242_m3_feedback_delay,242_m3_internal_delay_diff,242_m3_lin_R2_PD_A,242_m3_lin_R2_PD_B,242_m3_lin_R2_PD_C,242_m3_lin_R2_PD_D,242_m3_lin_gain_PD_A,242_m3_lin_gain_PD_B,242_m3_lin_gain_PD_C,242_m3_lin_gain_PD_D,242_m3_min_IV_AC,242_m3_min_IV_BD,242_m3_sync_error,242_m4_Delta_F,242_m4_F_AC_peak,242_m4_F_BD_peak,242_m4_LED_1.8_PD_A,242_m4_LED_1.8_PD_B,242_m4_LED_1.8_PD_C,242_m4_LED_1.8_PD_D,242_m4_SNR_PD_A,242_m4_SNR_PD_B,242_m4_SNR_PD_C,242_m4_SNR_PD_D,242_m4_THD_PD_A,242_m4_Z_AC_peak,242_m4_Z_BD_peak,242_m4_lin_R2_PD_A,242_m4_lin_R2_PD_B,242_m4_lin_R2_PD_C,242_m4_lin_R2_PD_D,242_m4_lin_gain_PD_A,242_m4_lin_gain_PD_B,242_m4_lin_gain_PD_C,242_m4_lin_gain_PD_D,242_m4_min_IV_AC,242_m4_min_IV_BD,242_m4_sync_error,242_tolerance,242_agg_meah,250_RESULT
2113-0258__F00152100515,2,322,320,1.516704,1.402553,1.216288,1.329184,34.801767,33.288839,32.915432,33.390959,-41.597196,5533.586,5333.451,0.999954741,0.999834371,0.999680876,0.999688218,0.84420782,0.76862297,0.657813496,0.711770564,-1.66E-08,-1.74E-08,0.32763841,4,322,318,1.268284,1.402568,1.291422,1.191769,33.226132,33.715834,33.261507,32.394532,-43.153812,5012.153,4843.751,0.999211669,0.999622211,0.999618555,0.999752697,0.684338872,0.765807895,0.691912632,0.625577105,-1.89E-08,-1.96E-08,0.32763841,2,317,315,1.165746,1.046685,1.152342,1.414262,32.211044,31.124324,31.962234,33.203881,-41.072264,-41.685081,-41.654344,-41.050365,4819.372,4650.373,3.088218,0.090803988,0.999713584,0.99925655,0.999423428,0.999461078,0.611522293,0.535777744,0.618133835,0.760498684,-1.77E-08,-1.84E-08,0.32763841,2,321,319,1.330238,1.026902,1.021515,1.283641,32.680863,31.027713,31.04026,32.930552,-43.211882,5194.695,5100.358,0.999910454,0.999930097,0.999828906,0.999717084,0.704641579,0.522924023,0.533845301,0.683240113,-1.57E-08,-1.65E-08,0.32763841,0.9175136917,10.64638853,Failed
2113-0182__F00152100516,11,309,320,1.426852,1.169671,1.160186,1.48895,34.810654,31.993794,32.481252,34.025449,-43.057945,5288.527,5104.468,0.998791647,0.999844203,0.999607315,0.999602008,0.771815752,0.600951617,0.598987707,0.795598571,-1.7E-08,-1.8E-08,0.14489645,1,315,314,1.632523,1.280985,1.255164,1.552541,34.65741,32.458672,32.242219,33.955319,-40.073288,4971.648,4812.831,0.999862093,0.999891113,0.999899938,0.9998625,0.926949023,0.690153609,0.655521917,0.883488759,-1.99E-08,-2.11E-08,0.14489645,2,313,311,1.399114,1.198886,1.280612,1.493973,33.715789,31.903465,32.45633,34.039868,-41.935187,-41.723598,-41.654826,-41.734579,5170.434,4981.666,3.27257,0.073948705,0.999851042,0.999930207,0.999912444,0.999600083,0.759686429,0.613527782,0.678602481,0.823340188,-1.54E-08,-1.64E-08,0.14489645,1,314,315,1.384623,1.105345,1.061664,1.392389,33.60979,31.257277,31.74366,33.595162,-43.071615,5197.545,5082.805,0.99925459,0.99920532,0.999678759,0.999863088,0.759843872,0.557283534,0.558999474,0.755154398,-1.78E-08,-1.87E-08,0.14489645,10.86011865,10.7613615,Passed
2112-0026__F00152100570,6,316,310,1.568116,1.646375,1.278641,1.225228,35.719479,35.081672,33.95874,33.336321,-41.662827,5365.791,5096.658,0.999571581,0.999985251,0.999838891,0.999395053,0.872218045,0.898266541,0.693157444,0.638191165,-1.33E-08,-1.4E-08,0.07338424,12,313,301,1.312681,1.30599,1.081062,1.029672,33.58079,33.896415,31.518379,32.142591,-42.038986,4949.487,4730.734,0.999928531,0.999090087,0.998793174,0.999940863,0.692689699,0.701734361,0.549875338,0.533386617,-1.33E-08,-1.39E-08,0.07338424,12,309,297,1.428012,1.557356,1.317328,1.204044,34.367428,35.02397,33.75148,33.214955,-41.256934,-41.6665,-40.972766,-41.029567,5063.286,4762.616,3.46516,0.08069588,0.999516543,0.999798836,0.999373876,0.998990715,0.787973195,0.87183188,0.717097932,0.638406353,-1.17E-08,-1.23E-08,0.07338424,13,324,311,1.494955,1.591632,1.322087,1.185675,34.365576,34.870948,33.599407,33.244571,-42.317551,5075.417,4808.054,0.999790555,0.999949765,0.999726296,0.999895775,0.808607256,0.883565,0.687190301,0.630844436,-1.52E-08,-1.59E-08,0.07338424,10.18409373,10.68375787,Passed
2112-0175__F00152100624,4,312,316,1.266837,1.527277,1.638539,1.332936,34.019762,34.324751,35.352801,33.879956,-42.645342,5619.968,5568.488,0.999907388,0.999919515,0.99977932,0.99975923,0.674748985,0.832827293,0.937440789,0.726621203,-1.79E-08,-1.87E-08,0.229844132,5,316,311,0.974549,1.137681,1.319397,1.132214,31.939515,33.022403,34.396628,33.521681,-47.138275,5181.977,5047.935,0.99971876,0.999794316,0.999523053,0.999492764,0.481733421,0.589063835,0.712835,0.593433045,-1.92E-08,-2.01E-08,0.229844132,12,318,306,1.294614,1.07575,1.081254,1.319391,34.776617,33.072842,32.331875,34.012459,-45.118506,-45.571819,-43.578364,-42.743763,5608.4,5386.119,3.602003,0.228577569,0.999700132,0.999793709,0.999662468,0.999938657,0.712161391,0.544102143,0.532967068,0.695654586,-1.49E-08,-1.58E-08,0.229844132,2,315,313,1.436195,1.612102,1.299591,1.194737,33.915644,34.719311,33.715966,33.279659,-44.520486,5322.423,5223.513,0.999699649,0.999741525,0.999543879,0.999396321,0.773244699,0.879863647,0.714646504,0.643602707,-1.78E-08,-1.87E-08,0.229844132,0.449904243,10.58422768,Failed
2111-0192__F00072100434,8,311,319,1.183861,1.558068,1.715269,1.307924,33.119388,34.389108,34.882631,33.692458,-41.666446,5414.913,5320.696,0.999716326,0.999941229,0.999819754,0.999647358,0.630854211,0.839954812,0.943070677,0.713914699,-1.49E-08,-1.58E-08,0.113255664,3,316,313,1.531849,1.598538,1.372378,1.323698,34.410002,34.705143,33.562582,33.213419,-43.570164,5582.086,5412.188,0.999964985,0.999752862,0.999717774,0.999953559,0.833247143,0.852105827,0.721971466,0.705044962,-1.65E-08,-1.72E-08,0.113255664,13,304,317,1.374902,1.414374,1.279987,1.251558,33.819755,33.787879,32.314497,32.67667,-43.069368,-42.041399,-41.428299,-42.861635,5342.695,5334.508,3.349688,0.10648712,0.999933498,0.999774802,0.999974531,0.999806487,0.736679323,0.768076015,0.664517218,0.671393083,-1.43E-08,-1.51E-08,0.113255664,12,321,309,1.507145,1.298641,1.52299,1.777693,33.888935,32.984834,34.355117,35.319352,-43.784597,5864.338,5629.759,0.999791213,0.999704841,0.999520599,0.99989485,0.80765485,0.694588571,0.829382556,0.980934925,-1.26E-08,-1.32E-08,0.113255664,0.4386932807,10.64834891,Passed
2109-0122__F00072100438,9,315,324,1.805951,1.803922,1.699798,1.806292,36.362221,35.551621,34.94635,35.528088,-42.06997,5014.746,4999.533,0.999804372,0.99959592,0.999875271,0.999426798,1.005172,1.022739,0.946231316,1.031427,-1.67E-08,-1.73E-08,0.12727232,2,315,317,1.532944,1.59385,1.547887,1.712294,33.585909,33.402768,33.274,33.850478,-38.437004,5074.025,5051.028,0.999689955,0.999844807,0.999719854,0.999343571,0.859763835,0.904146692,0.882528083,0.973821842,-1.74E-08,-1.81E-08,0.12727232,3,309,312,1.770253,1.910044,1.77073,1.792498,35.057177,35.946642,34.874413,35.069216,-42.992497,-43.241762,-42.280315,-41.991539,5392.604,5393.317,3.110436,0.068084204,0.999457559,0.999958103,0.999611934,0.999553293,0.991137256,1.086425,0.996903985,1.001758,-1.46E-08,-1.52E-08,0.12727232,11,328,317,1.438851,1.482561,1.464562,1.631758,32.613165,32.79295,32.830583,33.408601,-37.845294,5156.746,4975.937,0.999212951,0.999251543,0.999899534,0.999705045,0.801903609,0.80034015,0.807199398,0.910144135,-1.62E-08,-1.72E-08,0.12727232,0.4033328341,10.54966823,Passed
2113-0089__F00022100927,1,311,312,1.309029,1.255947,1.153154,1.128774,30.060164,29.376139,29.356787,29.520794,-31.977547,4935.425,4743.061,0.99956565,0.998614016,0.999696888,0.999080014,0.712264699,0.666301617,0.602689135,0.611939436,-1.9E-08,-2E-08,0.189134634,15,321,306,1.274068,1.470704,1.358938,1.281806,33.425829,33.848886,33.671701,33.061797,-42.241947,4629.987,4422.986,0.999003983,0.999310894,0.999804145,0.998520425,0.671033797,0.776399586,0.720890714,0.677254812,-1.97E-08,-2.05E-08,0.189134634,6,315,309,1.440664,1.309052,1.273426,1.350024,33.336585,33.416483,32.446727,33.107248,-40.854891,-40.979666,-40.971107,-40.50963,4851.747,4713.455,3.307609,0.273973399,0.999781708,0.999665868,0.999738042,0.999907888,0.767767143,0.70099985,0.678032895,0.714779173,-1.74E-08,-1.83E-08,0.189134634,8,315,307,1.531368,1.290984,1.210544,1.429888,34.200989,32.74553,32.767171,34.007677,-42.667306,4760.285,4549.205,0.999579914,0.999547101,0.999727122,0.999927946,0.830991128,0.704915526,0.625729023,0.765709398,-1.9E-08,-1.97E-08,0.189134634,10.63910194,10.43207362,Passed
2113-0225__F00022100713,5,330,325,1.179329,1.279704,1.522271,1.425012,32.662575,32.657349,34.072036,33.618536,-42.85992,4705.841,4489.143,0.999661778,0.999530421,0.999926385,0.999772956,0.611398571,0.665978872,0.824818872,0.768459248,-1.57E-08,-1.65E-08,0.418627197,9,334,325,1.031139,1.319429,1.379411,1.097199,31.715891,32.944428,33.066799,31.813534,-40.903564,4559.17,4366.897,0.998324719,0.999982261,0.999564359,0.99972322,0.528002256,0.725293459,0.764544662,0.574304962,-1.62E-08,-1.72E-08,0.418627197,6,325,331,1.064996,1.334679,1.500126,1.162001,31.475849,33.486661,33.992945,32.171752,-41.628669,-40.881317,-40.710402,-40.694646,4430.314,4346.591,3.188688,0.252854942,0.999914908,0.999387544,0.999981796,0.999705038,0.532246504,0.724550902,0.827162331,0.634934699,-1.67E-08,-1.77E-08,0.418627197,3,329,326,0.999711,1.275358,1.428162,1.129426,30.492148,32.570923,33.480217,32.074338,-40.441524,4564.531,4446.217,0.999850872,0.999953139,0.999420306,0.999949332,0.501239173,0.673140451,0.767656429,0.60034703,-1.7E-08,-1.77E-08,0.418627197,0.221954721,10.60108944,Passed
2113-0245__F00022100703,4,313,309,1.582648,1.348162,1.265983,1.523498,35.450979,33.354543,33.305507,34.783222,-42.438041,4656.402,4476.807,0.999922156,0.999898253,0.999261152,0.999755647,0.874943609,0.719154023,0.679045714,0.844641504,-1.46E-08,-1.54E-08,0.295405647,7,316,309,1.386779,1.140025,1.115758,1.397478,33.734818,31.543572,31.867254,33.323511,-40.78403,4771.737,4493,0.999613959,0.999462995,0.999684367,0.999625651,0.762137105,0.572965789,0.578119173,0.744328571,-1.74E-08,-1.86E-08,0.295405647,1,314,313,1.455503,1.159039,1.17734,1.54305,34.388987,32.098833,32.293868,34.390399,-42.919825,-43.738753,-41.947059,-42.404126,5500.618,5421.631,3.38505,0.102349083,0.999858778,0.999459958,0.999184891,0.999838084,0.801502669,0.587039624,0.602821617,0.827689098,-1.46E-08,-1.53E-08,0.295405647,5,319,314,1.393375,1.170662,1.19664,1.444575,33.581862,32.259948,32.185183,33.801294,-40.819032,4762.658,4579.191,0.999503024,0.998689493,0.999862708,0.999490913,0.774260902,0.608444737,0.628565075,0.774608534,-1.47E-08,-1.56E-08,0.295405647,0.2181092091,10.7826381,Passed
2113-0158__F00022100704,0,313,313,1.190893,1.442565,1.527897,1.228354,33.014135,33.681683,34.591379,32.475922,-42.504928,5174.861,5034.976,0.999874029,0.999927153,0.999967518,0.999931443,0.640953797,0.776754812,0.836069549,0.655599211,-1.52E-08,-1.61E-08,0.345817416,1,310,309,1.489641,1.446794,1.323148,1.350428,33.955883,33.580439,32.787765,33.373059,-41.487814,5077.051,4922.683,0.999802607,0.999918648,0.999565871,0.999612432,0.818232406,0.786529173,0.711207481,0.718830902,-1.65E-08,-1.72E-08,0.345817416,9,314,305,1.195581,1.376089,1.398884,1.216548,31.922138,32.613781,32.532503,31.824202,-39.03729,-38.925777,-38.382494,-38.487054,4769.82,4455.675,3.33074,0.164278606,0.999774873,0.999910313,0.999613463,0.999822904,0.625292406,0.751081278,0.754384135,0.651421842,-1.49E-08,-1.56E-08,0.345817416,6,308,302,1.601693,1.483811,1.350676,1.4502,34.247578,33.906949,33.537128,33.635571,-42.890632,4985.178,4908.866,0.999155371,0.999823545,0.999710526,0.999577622,0.881488271,0.812571579,0.731161241,0.775243271,-1.33E-08,-1.43E-08,0.345817416,0.7087466548,0.7864091468,Failed
2112-0035__F00022100957,7,318,311,0.971029,1.221249,1.366936,1.155819,32.241431,33.261603,34.30173,32.44573,-41.490755,5037.458,4835.489,0.999596975,0.999904251,0.99890375,0.999969768,0.489530113,0.652059925,0.758862218,0.609336165,-1.65E-08,-1.75E-08,0.154296385,1,311,312,1.100391,1.125804,1.44427,1.488609,33.514763,32.860067,34.395161,34.709298,-43.493194,5164.76,4997.922,0.999499282,0.999178043,0.999515364,0.999859602,0.583532218,0.577853684,0.798193158,0.814299812,-1.76E-08,-1.82E-08,0.154296385,5,311,306,0.995173,1.156538,1.509657,1.404728,31.817687,32.314655,34.06311,33.63635,-41.125264,-41.334266,-41.65003,-41.251368,5154.339,4979.275,3.44019,0.206209351,0.999679944,0.998882008,0.999318282,0.999393754,0.502944549,0.576423647,0.820683534,0.744957782,-1.75E-08,-1.84E-08,0.154296385,8,319,311,1.083944,1.192227,1.470186,1.355671,32.387819,32.791103,34.466681,34.009877,-43.560643,4807.809,4626.673,0.999824225,0.999978548,0.999849908,0.999875555,0.556324173,0.611088083,0.808286203,0.734254624,-1.81E-08,-1.9E-08,0.154296385,10.86846566,10.49534519,Passed
2113-0109__F00022100910,7,306,313,1.14917,1.369731,1.383969,1.170045,33.132795,33.497341,34.085265,32.319244,-42.780498,5179.621,4988.969,0.999903557,0.999733993,0.999858078,0.999668011,0.595636654,0.732904586,0.756546767,0.59723515,-1.53E-08,-1.63E-08,0.269259849,2,313,311,1.430238,1.133461,1.123415,1.434993,33.760779,31.461729,32.153748,34.143549,-42.141005,5824.219,5689.143,0.999783755,0.99951627,0.999223184,0.999898932,0.766991541,0.57889985,0.586644361,0.783901053,-1.53E-08,-1.6E-08,0.269259849,1,315,314,1.347411,1.279049,1.271707,1.38566,33.575131,32.833966,32.357613,33.072779,-42.708398,-42.598724,-41.79714,-42.096545,5996.852,5968.673,3.346741,0.244458419,0.999326492,0.999484491,0.999093305,0.999413397,0.728539699,0.679880827,0.687324586,0.72724797,-1.4E-08,-1.46E-08,0.269259849,9,316,307,1.409315,1.707265,1.526583,1.309266,33.038517,34.283958,33.97537,33.046666,-40.550277,4991.135,4609.581,0.999832992,0.999513887,0.999862578,0.999708133,0.771729699,0.943802256,0.846548947,0.698165338,-1.69E-08,-1.77E-08,0.269259849,10.43442227,10.40715655,Passed
2113-0082__F00022100893,11,306,317,1.386223,1.187802,1.022666,1.205999,33.867912,32.205449,31.127444,32.423464,-39.370823,5052.892,4906.46,0.999860678,0.999975471,0.999938118,0.999759471,0.764472556,0.615905865,0.520422519,0.64951609,-1.57E-08,-1.65E-08,0.12206072,2,312,310,1.403819,1.281767,1.264854,1.374969,33.420115,32.780192,32.860127,33.280481,-42.515593,5048.92,4878.671,0.999692602,0.999885777,0.999413683,0.999986046,0.723696015,0.670068459,0.665502932,0.717349398,-1.65E-08,-1.73E-08,0.12206072,1,310,309,1.494554,1.279362,1.334827,1.569151,34.18395,33.057629,33.148616,34.142896,-42.165234,-41.887445,-41.472837,-41.363902,4620.631,4531.518,3.351567,0.080652874,0.999804335,0.999578552,0.999560776,0.999633648,0.820124248,0.66724485,0.711582519,0.857473008,-1.7E-08,-1.77E-08,0.12206072,5,315,310,1.158958,1.293172,1.52174,1.339421,31.500556,32.886114,34.333804,33.553605,-40.555734,5033.915,4905.671,0.998438266,0.999965291,0.999758064,0.999992265,0.594347669,0.65879485,0.830814286,0.718935414,-1.58E-08,-1.65E-08,0.12206072,0.8815597085,0.1705914644,Failed
2113-0252__F00072100525,1,315,316,1.545926,1.193428,1.223008,1.63105,34.816024,31.624793,32.362461,34.573336,-42.160591,5157.019,5065.114,0.999914687,0.999845388,0.999743748,0.999459123,0.859746316,0.614018459,0.652684737,0.881988647,-1.4E-08,-1.47E-08,0.344398581,3,328,325,1.582499,1.267233,1.24438,1.522217,34.352888,32.421991,32.440388,34.125436,-42.411015,5419.148,5125.296,0.999867669,0.999916345,0.999826911,0.999827169,0.858742218,0.661814098,0.672142368,0.844480865,-1.63E-08,-1.71E-08,0.344398581,6,322,328,1.204172,1.49235,1.673394,1.342522,32.213812,33.682575,34.714326,33.169575,-41.619313,-41.830227,-41.893296,-41.542327,4668.813,4538.75,3.34192,0.138223296,0.999756475,0.999951684,0.999964494,0.999901698,0.630801316,0.824043233,0.960493195,0.747690414,-1.65E-08,-1.73E-08,0.344398581,2,318,316,1.315392,1.022058,1.054947,1.312859,32.429407,30.522875,31.210095,33.194808,-42.523692,4983.716,4870.206,0.99991698,0.999509435,0.999897814,0.99969198,0.699253684,0.519386767,0.531308271,0.693149323,-1.48E-08,-1.54E-08,0.344398581,0.7328764313,10.20892804,Passed
2113-0149__F00072100527,14,302,316,1.576085,1.282361,1.261295,1.58681,35.356524,32.920671,32.855892,34.347372,-42.83439,5247.806,5125.905,0.999960634,0.999954457,0.999621193,0.999993223,0.885964774,0.690944887,0.665251579,0.86106797,-1.75E-08,-1.8E-08,0.205143,7,309,316,1.486359,1.091579,1.075592,1.498769,33.945138,31.315027,31.683667,34.13993,-41.864751,5295.532,5300.668,0.999939737,0.999728324,0.999334329,0.999804344,0.827218008,0.567332218,0.568735752,0.820610451,-1.75E-08,-1.85E-08,0.205143,5,310,315,1.321637,1.11341,1.137655,1.400821,33.391974,31.856749,31.73316,32.945225,-42.570252,-43.2599,-43.17744,-43.442303,5021.539,5054.801,3.172383,0.098805921,0.999865211,0.999863424,0.998898329,0.999301224,0.715773609,0.570084962,0.575162932,0.740110827,-1.77E-08,-1.86E-08,0.205143,7,307,314,1.539651,1.265045,1.221167,1.568166,34.228973,32.31512,32.788451,34.46656,-42.754229,5011.377,4940.748,0.999678446,0.999663664,0.999295705,0.999739587,0.848052594,0.650887444,0.650090338,0.864902256,-1.82E-08,-1.92E-08,0.205143,0.765304675,10.20444656,Failed
2113-0083__F00022100966,1,310,311,1.359815,1.042447,1.046732,1.274783,33.801118,31.64628,31.003003,32.75252,-39.910518,5460.59,5331.527,0.998746009,0.999256412,0.999370687,0.999969625,0.727579737,0.557341053,0.526086541,0.687098797,-1.45E-08,-1.52E-08,0.205532067,8,321,313,1.36208,1.272234,1.144983,1.220375,30.961727,30.46772,30.268072,30.496013,-33.910686,5236.044,5054.721,0.998355901,0.999215575,0.9983893,0.998142605,0.71473985,0.668399135,0.608311955,0.647072632,-1.52E-08,-1.59E-08,0.205532067,3,318,315,1.242442,1.483286,1.42232,1.21858,32.692639,34.35058,33.815161,32.40828,-42.25261,-43.329157,-42.080353,-41.787921,5024.185,4744.588,3.324294,0.127391134,0.999751665,0.999584612,0.99929728,0.999354975,0.633238045,0.810390414,0.779745263,0.633059962,-1.74E-08,-1.82E-08,0.205532067,9,315,306,1.018151,1.363489,1.38692,1.12302,31.154848,32.708784,33.074928,31.986371,-39.924692,5029.323,4824.602,0.999415359,0.999712757,0.99988455,0.999585693,0.535220526,0.724018797,0.764978647,0.586925113,-1.71E-08,-1.78E-08,0.205532067,10.58260509,10.85724814,Passed
2113-0087__F00072100436,3,313,310,1.495609,1.186395,1.227852,1.513493,35.121473,32.099818,33.226575,34.42111,-43.773059,5584.944,5409.536,0.999771443,0.999598381,0.999480274,0.999628988,0.813307857,0.627074699,0.649082782,0.840986165,-1.53E-08,-1.61E-08,0.118280192,12,320,308,1.359266,1.102206,1.143576,1.438901,33.656151,31.638969,32.643184,34.24934,-46.058128,4821.523,4473.919,0.99972086,0.999744355,0.99947711,0.999949103,0.739522556,0.54173985,0.594557594,0.780527556,-1.85E-08,-1.94E-08,0.118280192,15,324,309,1.333977,1.526259,1.425757,1.263437,33.388562,34.409949,33.772172,32.458606,-42.012193,-42.085455,-41.663029,-41.6351,4563.998,4261.529,3.208873,0.086814072,0.999698539,0.999905379,0.999868984,0.999859362,0.703535263,0.835404549,0.782512293,0.689178872,-1.87E-08,-1.97E-08,0.118280192,15,316,301,1.05894,1.248012,1.489245,1.244736,30.771112,31.690318,32.969368,32.080071,-37.640186,5310.99,5027.399,0.999683565,0.99942639,0.999543824,0.999571608,0.566129474,0.665862218,0.814041541,0.662269962,-1.68E-08,-1.79E-08,0.118280192,10.60598789,10.43458729,Passed
2113-0198__F00072100587,11,314,325,1.436853,1.280329,1.183627,1.296043,33.806887,32.653295,32.54684,32.860522,-42.056463,5082.704,5079.162,0.999900257,0.998646588,0.999777704,0.999878754,0.769371466,0.672370827,0.620618684,0.67834812,-1.68E-08,-1.76E-08,0.301511751,4,322,318,1.267659,1.196284,1.055275,1.132057,32.782184,31.774149,31.454981,32.177822,-42.153424,4845.768,4642.902,0.999914319,0.99979023,0.999947924,0.999267989,0.649818308,0.624736316,0.551691165,0.597740414,-1.88E-08,-1.97E-08,0.301511751,0,317,317,1.607958,1.544386,1.382948,1.419576,34.280084,33.726375,32.635606,33.214515,-40.861294,-40.336414,-40.380999,-40.329209,4592.396,4450.023,3.239095,0.17483108,0.99937246,0.999732565,0.999964943,0.999308975,0.886421805,0.847452406,0.72955515,0.762291278,-1.75E-08,-1.83E-08,0.301511751,6,319,313,1.3604,1.24895,1.204452,1.296453,32.759217,31.993793,32.135205,33.21779,-41.575709,5342.681,5105.812,0.999394084,0.999329677,0.99800547,0.999231263,0.733758459,0.648462068,0.622674812,0.701637105,-1.5E-08,-1.57E-08,0.301511751,0.04832609519,10.52589253,Passed
2111-0197__F00072100437,6,310,316,1.138075,1.549628,1.551338,1.125335,32.596466,34.639747,34.440584,31.607258,-42.622075,5208.357,5088.195,0.999935725,0.999403239,0.999882376,0.999972217,0.575086729,0.854996805,0.836940113,0.58470015,-1.4E-08,-1.48E-08,0.176136634,2,314,312,1.457751,1.618385,1.307832,1.229128,34.296891,34.859564,33.310555,32.805002,-41.923466,5379.269,5289.746,0.999883218,0.999868014,0.99951889,0.999899461,0.810621015,0.901778684,0.685725977,0.639274586,-1.47E-08,-1.54E-08,0.176136634,5,310,315,1.175119,1.436407,1.524031,1.357683,32.409864,33.543814,34.384957,32.928961,-41.586001,-41.751,-41.552661,-41.38863,5283.579,5219.681,3.164286,0.177894769,0.999991627,0.999796623,0.999588693,0.999582551,0.615374737,0.755704586,0.856918158,0.715384812,-1.41E-08,-1.49E-08,0.176136634,3,318,315,1.147237,1.572099,1.583135,1.210831,32.000286,34.737687,35.327736,33.097879,-42.739319,5061.032,4974.27,0.999410482,0.999871046,0.9998105,0.999320559,0.596556842,0.850872368,0.883061278,0.643203872,-1.51E-08,-1.6E-08,0.176136634,10.78434223,10.52499068,Passed
2111-0209__F00072100424,1,320,319,1.287611,1.181905,1.073532,1.153212,33.683335,33.030253,32.504316,32.907471,-40.510907,5039.663,4880.633,0.999857135,0.999675107,0.999432591,0.99953729,0.691675301,0.609166692,0.559170564,0.605998647,-2.09E-08,-2.18E-08,0.112228527,5,328,323,1.514993,1.293933,1.1567,1.352069,34.770905,33.313543,32.601107,33.867494,-39.902967,4317.211,4217.132,0.999848631,0.999658399,0.999634958,0.999933064,0.838645489,0.679963346,0.605959624,0.730453797,-2.07E-08,-2.16E-08,0.112228527,1,328,329,1.420786,1.067434,1.046874,1.317123,33.876706,32.232448,32.116668,33.713185,-41.265809,-41.261659,-40.81988,-40.518795,4200.646,4212.432,3.676768,0.136463683,0.999951374,0.99911705,0.999507481,0.999859629,0.745546579,0.551190714,0.535881466,0.715693534,-2.07E-08,-2.18E-08,0.112228527,3,327,324,1.11834,1.295648,1.320802,1.132047,32.68913,33.692894,33.663794,33.193229,-41.544159,4496.609,4422.906,0.999549786,0.999951321,0.999915528,0.99963825,0.573304774,0.695353158,0.717635789,0.591125977,-1.84E-08,-1.95E-08,0.112228527,10.18065836,10.4139879,Passed
2111-0205__F00072100571,6,317,323,1.49392,1.35167,1.138849,1.241367,34.980277,33.951668,32.733653,33.505919,-41.363678,4463.518,4368.195,0.99983976,0.999915316,0.999770982,0.999650335,0.824425113,0.728529474,0.577656917,0.659383158,-2.14E-08,-2.22E-08,0.244189092,0,324,324,1.453546,1.132027,1.183895,1.465248,34.514627,32.983729,32.807419,34.578163,-40.737486,3682.46,3609.404,0.999565869,0.999655186,0.999962178,0.999883163,0.787131391,0.604895789,0.625585301,0.811713534,-2.25E-08,-2.35E-08,0.244189092,1,325,324,1.323417,1.426565,1.596547,1.482816,33.828238,34.341861,34.698377,34.435232,-40.184909,-40.539104,-40.424395,-40.448674,3471.723,3438.684,3.841443,0.169742568,0.99990058,0.999379635,0.999876554,0.999836394,0.717102481,0.778460639,0.890958759,0.800297406,-2.36E-08,-2.45E-08,0.244189092,2,324,322,1.351832,1.378018,1.132896,1.152364,34.149481,33.935161,32.599132,33.429999,-40.57748,4253.249,4150.485,0.999529563,0.999626303,0.999440456,0.999377138,0.729048985,0.738248534,0.587814173,0.599738947,-1.82E-08,-2.05E-08,0.244189092,10.20785783,10.74017341,Passed
