,DS_85_port1_Return Loss_Result,DS_85_port1_Insertion Loss_Result,DS_85_port1_Insertion Tilt_Result,DS_85_port1_Isolation_Result,DS_85_port1_Max Delta 1_Result,DS_85_port1_Max Delta 2_Result,DS_85_port2_Return Loss_Result,DS_85_port2_Insertion Loss_Result,DS_85_port2_Insertion Tilt_Result,DS_85_port2_Isolation_Result,DS_85_port2_Max Delta 1_Result,DS_85_port4_Max Delta 2_Result,DS_85_port4_PORT-4_Result,DS_85_port4_Return Loss_Result,DS_85_port4_Insertion Loss_Result,DS_85_port4_Insertion Tilt_Result,DS_204_port1_Return Loss_Result,DS_204_port1_Insertion Loss_Result,DS_204_port1_Insertion Tilt_Result,DS_204_port1_Isolation_Result,DS_204_port1_Max Delta 1_Result,DS_204_port1_Max Delta 2_Result,DS_204_port2_Return Loss_Result,DS_204_port2_Insertion Loss_Result,DS_204_port2_Insertion Tilt_Result,DS_204_port2_Isolation_Result,DS_204_port2_Max Delta 1_Result,DS_204_port4_Max Delta 2_Result,DS_204_port4_PORT-4_Result,DS_204_port4_Return Loss_Result,DS_204_port4_Insertion Loss_Result,DS_204_port4_Insertion Tilt_Result,US_85_port1_Return Loss_Result,US_85_port1_Insertion Loss_Result,US_85_port1_PORT-2_Result,US_85_port2_Insertion Loss_Result,US_85_port2_PORT-3_Result,US_85_port3_Insertion Loss_Result,US_85_port3_PORT-4_Result,US_85_port4_Insertion Loss_Result,US_85_port4_----------------------------------------_Result,US_204_port1_Return Loss_Result,US_204_port1_Insertion Loss_Result,US_204_port1_PORT-2_Result,US_204_port2_Insertion Loss_Result,US_204_port2_PORT-3_Result,US_204_port3_Insertion Loss_Result,US_204_port3_PORT-4_Result,US_204_port4_Insertion Loss_Result,US_204_port4_----------------------------------------_Result,kpi
105204610498,-17.51,-17.51,-17.51,-17.51,-17.51,-17.51,-17.62,-17.62,-17.62,-17.62,-17.62,0.5,0.5,0.5,0.5,0.5,-18.35,-18.35,-18.35,-18.35,-18.35,-18.35,-16.91,-16.91,-16.91,-16.91,-16.91,0.67,0.67,0.67,0.67,0.67,-16.39,-16.39,-16.39,10.6,10.6,10.61,10.61,10.59,10.59,-15.84,-15.84,-15.84,10.88,10.88,10.94,10.94,10.94,10.94,PASSED
105204610559,-16.47,-16.47,-16.47,-16.47,-16.47,-16.47,-17.22,-17.22,-17.22,-17.22,-17.22,0.77,0.77,0.77,0.77,0.77,-15.97,-15.97,-15.97,-15.97,-15.97,-15.97,-15.54,-15.54,-15.54,-15.54,-15.54,0.74,0.74,0.74,0.74,0.74,-16.69,-16.69,-16.69,10.64,10.64,10.43,10.43,10.41,10.41,-16.78,-16.78,-16.78,10.72,10.72,10.69,10.69,10.69,10.69,FAILED
105195010665,-15.97,-15.97,-15.97,-15.97,-15.97,-15.97,-17.08,-17.08,-17.08,-17.08,-17.08,1.07,1.07,1.07,1.07,1.07,-15.89,-15.89,-15.89,-15.89,-15.89,-15.89,-17.29,-17.29,-17.29,-17.29,-17.29,0.85,0.85,0.85,0.85,0.85,-16.37,-16.37,-16.37,10.93,10.93,11.08,11.08,10.62,10.62,-15.28,-15.28,-15.28,11.08,11.08,11.22,11.22,10.89,10.89,FAILED
105205210583,-15.96,-15.96,-15.96,-15.96,-15.96,-15.96,-15.86,-15.86,-15.86,-15.86,-15.86,1.08,1.08,1.08,1.08,1.08,-15.34,-15.34,-15.34,-15.34,-15.34,-15.34,-15.65,-15.65,-15.65,-15.65,-15.65,0.9,0.9,0.9,0.9,0.9,-16.8,-16.8,-16.8,10.83,10.83,10.97,10.97,10.83,10.83,-15.21,-15.21,-15.21,11.25,11.25,11.22,11.22,11.26,11.26,PASSED
105210112045,-18.14,-18.14,-18.14,-18.14,-18.14,-18.14,-18.2,-18.2,-18.2,-18.2,-18.2,1.14,1.14,1.14,1.14,1.14,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.01,-16.01,-16.01,-16.01,-16.01,1.07,1.07,1.07,1.07,1.07,-16.61,-16.61,-16.61,10.99,10.99,11.16,11.16,10.78,10.78,-15.11,-15.11,-15.11,11.09,11.09,11.47,11.47,11.02,11.02,PASSED
105210112099,-16.66,-16.66,-16.66,-16.66,-16.66,-16.66,-18.23,-18.23,-18.23,-18.23,-18.23,0.88,0.88,0.88,0.88,0.88,-15.14,-15.14,-15.14,-15.14,-15.14,-15.14,-15.14,-15.14,-15.14,-15.14,-15.14,1.01,1.01,1.01,1.01,1.01,-17.63,-17.63,-17.63,10.76,10.76,11.04,11.04,11.04,11.04,-15.48,-15.48,-15.48,11.28,11.28,11.28,11.28,11.28,11.28,PASSED
105205210562,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-16.14,-16.14,-16.14,-16.14,-16.14,1.38,1.38,1.38,1.38,1.38,-15.16,-15.16,-15.16,-15.16,-15.16,-15.16,-16.43,-16.43,-16.43,-16.43,-16.43,1.21,1.21,1.21,1.21,1.21,-16.06,-16.06,-16.06,11.1,11.1,9.8,9.8,10.78,10.78,-15.4,-15.4,-15.4,11.19,11.19,11.1,11.1,11.11,11.11,PASSED
105205110907,-13.34,-13.34,-13.34,-13.34,-13.34,-13.34,-13.34,-13.34,-13.34,-13.34,-13.34,1.58,1.58,1.58,1.58,1.58,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,1.21,1.21,1.21,1.21,1.21,-13.34,-13.34,-13.34,12.74,12.74,12.74,12.74,12.74,12.74,-15.44,-15.44,-15.44,12.82,12.82,12.82,12.82,12.82,12.82,PASSED
105205210351,-16.87,-16.87,-16.87,-16.87,-16.87,-16.87,-16.13,-16.13,-16.13,-16.13,-16.13,1.01,1.01,1.01,1.01,1.01,-15.79,-15.79,-15.79,-15.79,-15.79,-15.79,-16.13,-16.13,-16.13,-16.13,-16.13,0.94,0.94,0.94,0.94,0.94,-16.88,-16.88,-16.88,10.98,10.98,11.0,11.0,10.71,10.71,-16.46,-16.46,-16.46,11.08,11.08,11.04,11.04,10.86,10.86,FAILED
105205210385,-16.56,-16.56,-16.56,-16.56,-16.56,-16.56,-16.52,-16.52,-16.52,-16.52,-16.52,1.28,1.28,1.28,1.28,1.28,-16.16,-16.16,-16.16,-16.16,-16.16,-16.16,-16.04,-16.04,-16.04,-16.04,-16.04,1.02,1.02,1.02,1.02,1.02,-15.71,-15.71,-15.71,11.06,11.06,10.9,10.9,10.89,10.89,-16.26,-16.26,-16.26,11.06,11.06,11.06,11.06,11.05,11.05,PASSED
105210112088,-16.44,-16.44,-16.44,-16.44,-16.44,-16.44,-16.29,-16.29,-16.29,-16.29,-16.29,1.14,1.14,1.14,1.14,1.14,-16.16,-16.16,-16.16,-16.16,-16.16,-16.16,-15.46,-15.46,-15.46,-15.46,-15.46,1.0,1.0,1.0,1.0,1.0,-16.95,-16.95,-16.95,11.05,11.05,10.79,10.79,10.79,10.79,-16.4,-16.4,-16.4,11.11,11.11,10.73,10.73,10.53,10.53,PASSED
105210310987,-15.27,-15.27,-15.27,-15.27,-15.27,-15.27,-15.38,-15.38,-15.38,-15.38,-15.38,1.41,1.41,1.41,1.41,1.41,-15.16,-15.16,-15.16,-15.16,-15.16,-15.16,-15.18,-15.18,-15.18,-15.18,-15.18,0.97,0.97,0.97,0.97,0.97,-16.98,-16.98,-16.98,11.28,11.28,10.88,10.88,10.87,10.87,-15.17,-15.17,-15.17,10.96,10.96,10.97,10.97,10.96,10.96,PASSED
105200910318,-15.86,-15.86,-15.86,-15.86,-15.86,-15.86,-16.49,-16.49,-16.49,-16.49,-16.49,1.32,1.32,1.32,1.32,1.32,-15.26,-15.26,-15.26,-15.26,-15.26,-15.26,-16.56,-16.56,-16.56,-16.56,-16.56,1.12,1.12,1.12,1.12,1.12,-16.62,-16.62,-16.62,10.66,10.66,10.97,10.97,10.79,10.79,-15.22,-15.22,-15.22,10.96,10.96,11.03,11.03,10.85,10.85,PASSED
105201510361,-15.16,-15.16,-15.16,-15.16,-15.16,-15.16,-16.8,-16.8,-16.8,-16.8,-16.8,1.12,1.12,1.12,1.12,1.12,-15.67,-15.67,-15.67,-15.67,-15.67,-15.67,-16.15,-16.15,-16.15,-16.15,-16.15,0.94,0.94,0.94,0.94,0.94,-15.16,-15.16,-15.16,10.82,10.82,10.56,10.56,10.51,10.51,-15.85,-15.85,-15.85,11.05,11.05,10.83,10.83,10.94,10.94,PASSED
105210112176,-15.72,-15.72,-15.72,-15.72,-15.72,-15.72,-15.15,-15.15,-15.15,-15.15,-15.15,1.18,1.18,1.18,1.18,1.18,-15.56,-15.56,-15.56,-15.56,-15.56,-15.56,-15.71,-15.71,-15.71,-15.71,-15.71,1.1,1.1,1.1,1.1,1.1,-15.55,-15.55,-15.55,11.08,11.08,10.8,10.8,10.55,10.55,-15.31,-15.31,-15.31,11.25,11.25,11.26,11.26,11.11,11.11,PASSED
105210111950,-15.99,-15.99,-15.99,-15.99,-15.99,-15.99,-15.02,-15.02,-15.02,-15.02,-15.02,1.04,1.04,1.04,1.04,1.04,-16.18,-16.18,-16.18,-16.18,-16.18,-16.18,-16.46,-16.46,-16.46,-16.46,-16.46,1.05,1.05,1.05,1.05,1.05,-16.38,-16.38,-16.38,11.02,11.02,11.05,11.05,10.69,10.69,-15.98,-15.98,-15.98,11.04,11.04,11.32,11.32,10.92,10.92,FAILED
105205210596,-15.3,-15.3,-15.3,-15.3,-15.3,-15.3,-16.31,-16.31,-16.31,-16.31,-16.31,1.05,1.05,1.05,1.05,1.05,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.17,-15.17,-15.17,-15.17,-15.17,0.84,0.84,0.84,0.84,0.84,-16.38,-16.38,-16.38,10.92,10.92,10.82,10.82,10.83,10.83,-15.15,-15.15,-15.15,10.96,10.96,11.31,11.31,11.2,11.2,PASSED
105204610632,-15.12,-15.12,-15.12,-15.12,-15.12,-15.12,-15.14,-15.14,-15.14,-15.14,-15.14,0.78,0.78,0.78,0.78,0.78,-17.9,-17.9,-17.9,-17.9,-17.9,-17.9,-17.93,-17.93,-17.93,-17.93,-17.93,0.93,0.93,0.93,0.93,0.93,-16.1,-16.1,-16.1,10.87,10.87,10.87,10.87,10.87,10.87,-16.08,-16.08,-16.08,11.15,11.15,11.16,11.16,11.15,11.15,PASSED
105205110749,-16.69,-16.69,-16.69,-16.69,-16.69,-16.69,-17.78,-17.78,-17.78,-17.78,-17.78,0.92,0.92,0.92,0.92,0.92,-15.79,-15.79,-15.79,-15.79,-15.79,-15.79,-16.81,-16.81,-16.81,-16.81,-16.81,0.68,0.68,0.68,0.68,0.68,-16.0,-16.0,-16.0,10.6,10.6,10.75,10.75,10.6,10.6,-16.4,-16.4,-16.4,10.61,10.61,10.83,10.83,10.79,10.79,PASSED
105205210080,-17.01,-17.01,-17.01,-17.01,-17.01,-17.01,-15.72,-15.72,-15.72,-15.72,-15.72,1.22,1.22,1.22,1.22,1.22,-15.17,-15.17,-15.17,-15.17,-15.17,-15.17,-15.94,-15.94,-15.94,-15.94,-15.94,1.06,1.06,1.06,1.06,1.06,-17.08,-17.08,-17.08,10.83,10.83,10.9,10.9,10.62,10.62,-16.94,-16.94,-16.94,11.05,11.05,11.13,11.13,10.97,10.97,FAILED
105201610280,-15.22,-15.22,-15.22,-15.22,-15.22,-15.22,-16.23,-16.23,-16.23,-16.23,-16.23,1.06,1.06,1.06,1.06,1.06,-16.3,-16.3,-16.3,-16.3,-16.3,-16.3,-16.46,-16.46,-16.46,-16.46,-16.46,1.2,1.2,1.2,1.2,1.2,-16.15,-16.15,-16.15,10.89,10.89,10.83,10.83,10.69,10.69,-15.95,-15.95,-15.95,10.92,10.92,11.11,11.11,10.83,10.83,PASSED
105210112064,-16.92,-16.92,-16.92,-16.92,-16.92,-16.92,-16.38,-16.38,-16.38,-16.38,-16.38,1.08,1.08,1.08,1.08,1.08,-16.69,-16.69,-16.69,-16.69,-16.69,-16.69,-16.21,-16.21,-16.21,-16.21,-16.21,0.91,0.91,0.91,0.91,0.91,-16.56,-16.56,-16.56,10.67,10.67,11.03,11.03,10.67,10.67,-16.35,-16.35,-16.35,10.91,10.91,11.05,11.05,10.89,10.89,PASSED
105205210022,-16.47,-16.47,-16.47,-16.47,-16.47,-16.47,-15.79,-15.79,-15.79,-15.79,-15.79,1.84,1.84,1.84,1.84,1.84,-15.47,-15.47,-15.47,-15.47,-15.47,-15.47,-16.36,-16.36,-16.36,-16.36,-16.36,1.57,1.57,1.57,1.57,1.57,-16.73,-16.73,-16.73,10.78,10.78,11.0,11.0,10.46,10.46,-15.04,-15.04,-15.04,11.2,11.2,11.2,11.2,11.21,11.21,PASSED
105204410787,-16.42,-16.42,-16.42,-16.42,-16.42,-16.42,-16.27,-16.27,-16.27,-16.27,-16.27,0.77,0.77,0.77,0.77,0.77,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-17.5,-17.5,-17.5,-17.5,-17.5,0.75,0.75,0.75,0.75,0.75,-15.38,-15.38,-15.38,10.84,10.84,10.83,10.83,10.54,10.54,-16.05,-16.05,-16.05,10.96,10.96,11.26,11.26,10.91,10.91,PASSED
105204410955,-15.27,-15.27,-15.27,-15.27,-15.27,-15.27,-15.24,-15.24,-15.24,-15.24,-15.24,0.5,0.5,0.5,0.5,0.5,-17.2,-17.2,-17.2,-17.2,-17.2,-17.2,-17.22,-17.22,-17.22,-17.22,-17.22,0.96,0.96,0.96,0.96,0.96,-15.82,-15.82,-15.82,10.99,10.99,11.0,11.0,11.0,11.0,-15.49,-15.49,-15.49,11.13,11.13,11.13,11.13,11.14,11.14,PASSED
105205210516,-17.38,-17.38,-17.38,-17.38,-17.38,-17.38,-17.33,-17.33,-17.33,-17.33,-17.33,0.63,0.63,0.63,0.63,0.63,-17.91,-17.91,-17.91,-17.91,-17.91,-17.91,-17.91,-17.91,-17.91,-17.91,-17.91,0.75,0.75,0.75,0.75,0.75,-16.96,-16.96,-16.96,11.25,11.25,11.23,11.23,11.24,11.24,-15.42,-15.42,-15.42,11.38,11.38,11.38,11.38,11.39,11.39,PASSED
105204610525,-16.82,-16.82,-16.82,-16.82,-16.82,-16.82,-16.55,-16.55,-16.55,-16.55,-16.55,1.36,1.36,1.36,1.36,1.36,-16.53,-16.53,-16.53,-16.53,-16.53,-16.53,-16.59,-16.59,-16.59,-16.59,-16.59,1.34,1.34,1.34,1.34,1.34,-15.99,-15.99,-15.99,11.02,11.02,11.02,11.02,11.01,11.01,-15.62,-15.62,-15.62,11.13,11.13,11.13,11.13,11.13,11.13,PASSED
105210313935,-15.15,-15.15,-15.15,-15.15,-15.15,-15.15,-15.5,-15.5,-15.5,-15.5,-15.5,1.65,1.65,1.65,1.65,1.65,-15.03,-15.03,-15.03,-15.03,-15.03,-15.03,-15.86,-15.86,-15.86,-15.86,-15.86,1.52,1.52,1.52,1.52,1.52,-17.7,-17.7,-17.7,10.78,10.78,10.64,10.64,10.6,10.6,-15.62,-15.62,-15.62,10.89,10.89,11.1,11.1,10.63,10.63,FAILED
105204610518,-16.72,-16.72,-16.72,-16.72,-16.72,-16.72,-18.2,-18.2,-18.2,-18.2,-18.2,0.76,0.76,0.76,0.76,0.76,-16.02,-16.02,-16.02,-16.02,-16.02,-16.02,-15.34,-15.34,-15.34,-15.34,-15.34,0.86,0.86,0.86,0.86,0.86,-16.69,-16.69,-16.69,10.97,10.97,10.85,10.85,10.71,10.71,-16.55,-16.55,-16.55,11.04,11.04,10.97,10.97,10.75,10.75,PASSED
105210313922,-15.32,-15.32,-15.32,-15.32,-15.32,-15.32,-16.33,-16.33,-16.33,-16.33,-16.33,1.63,1.63,1.63,1.63,1.63,-15.3,-15.3,-15.3,-15.3,-15.3,-15.3,-17.91,-17.91,-17.91,-17.91,-17.91,1.37,1.37,1.37,1.37,1.37,-16.89,-16.89,-16.89,11.17,11.17,11.17,11.17,11.18,11.18,-16.83,-16.83,-16.83,11.24,11.24,11.24,11.24,11.25,11.25,PASSED
105204211002,-15.82,-15.82,-15.82,-15.82,-15.82,-15.82,-15.84,-15.84,-15.84,-15.84,-15.84,0.83,0.83,0.83,0.83,0.83,-15.95,-15.95,-15.95,-15.95,-15.95,-15.95,-15.9,-15.9,-15.9,-15.9,-15.9,0.89,0.89,0.89,0.89,0.89,-16.91,-16.91,-16.91,10.44,10.44,10.43,10.43,10.43,10.43,-15.12,-15.12,-15.12,10.66,10.66,10.67,10.67,10.66,10.66,PASSED
105205210006,-15.64,-15.64,-15.64,-15.64,-15.64,-15.64,-17.27,-17.27,-17.27,-17.27,-17.27,0.84,0.84,0.84,0.84,0.84,-15.76,-15.76,-15.76,-15.76,-15.76,-15.76,-17.15,-17.15,-17.15,-17.15,-17.15,0.83,0.83,0.83,0.83,0.83,-15.95,-15.95,-15.95,10.97,10.97,11.02,11.02,10.74,10.74,-15.08,-15.08,-15.08,11.04,11.04,11.03,11.03,10.9,10.9,PASSED
105204610530,-15.56,-15.56,-15.56,-15.56,-15.56,-15.56,-18.24,-18.24,-18.24,-18.24,-18.24,1.23,1.23,1.23,1.23,1.23,-15.47,-15.47,-15.47,-15.47,-15.47,-15.47,-17.19,-17.19,-17.19,-17.19,-17.19,0.92,0.92,0.92,0.92,0.92,-16.99,-16.99,-16.99,11.01,11.01,11.1,11.1,10.75,10.75,-16.78,-16.78,-16.78,11.04,11.04,11.26,11.26,10.87,10.87,PASSED
105205110760,-15.1,-15.1,-15.1,-15.1,-15.1,-15.1,-17.09,-17.09,-17.09,-17.09,-17.09,1.21,1.21,1.21,1.21,1.21,-16.19,-16.19,-16.19,-16.19,-16.19,-16.19,-15.67,-15.67,-15.67,-15.67,-15.67,1.02,1.02,1.02,1.02,1.02,-17.65,-17.65,-17.65,11.05,11.05,11.04,11.04,10.77,10.77,-16.03,-16.03,-16.03,10.81,10.81,11.08,11.08,11.07,11.07,PASSED
105210111922,-15.6,-15.6,-15.6,-15.6,-15.6,-15.6,-16.68,-16.68,-16.68,-16.68,-16.68,1.38,1.38,1.38,1.38,1.38,-15.04,-15.04,-15.04,-15.04,-15.04,-15.04,-15.43,-15.43,-15.43,-15.43,-15.43,0.99,0.99,0.99,0.99,0.99,-17.97,-17.97,-17.97,10.68,10.68,11.12,11.12,10.84,10.84,-15.37,-15.37,-15.37,11.05,11.05,11.34,11.34,11.0,11.0,PASSED
105210310998,-16.01,-16.01,-16.01,-16.01,-16.01,-16.01,-15.15,-15.15,-15.15,-15.15,-15.15,1.02,1.02,1.02,1.02,1.02,-16.3,-16.3,-16.3,-16.3,-16.3,-16.3,-15.14,-15.14,-15.14,-15.14,-15.14,0.73,0.73,0.73,0.73,0.73,-16.33,-16.33,-16.33,10.94,10.94,11.07,11.07,10.72,10.72,-15.79,-15.79,-15.79,11.0,11.0,11.31,11.31,11.03,11.03,PASSED
105204610475,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,1.38,1.38,1.38,1.38,1.38,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.77,-15.77,-15.77,-15.77,-15.77,1.24,1.24,1.24,1.24,1.24,-17.21,-17.21,-17.21,11.2,11.2,11.23,11.23,11.22,11.22,-16.28,-16.28,-16.28,10.99,10.99,10.98,10.98,10.99,10.99,PASSED
105201510199,-16.55,-16.55,-16.55,-16.55,-16.55,-16.55,-16.8,-16.8,-16.8,-16.8,-16.8,1.29,1.29,1.29,1.29,1.29,-16.64,-16.64,-16.64,-16.64,-16.64,-16.64,-15.89,-15.89,-15.89,-15.89,-15.89,1.38,1.38,1.38,1.38,1.38,-15.79,-15.79,-15.79,10.72,10.72,10.83,10.83,10.81,10.81,-15.9,-15.9,-15.9,11.11,11.11,10.92,10.92,10.95,10.95,PASSED
105205210510,-15.13,-15.13,-15.13,-15.13,-15.13,-15.13,-15.17,-15.17,-15.17,-15.17,-15.17,1.21,1.21,1.21,1.21,1.21,-15.77,-15.77,-15.77,-15.77,-15.77,-15.77,-15.85,-15.85,-15.85,-15.85,-15.85,0.83,0.83,0.83,0.83,0.83,-18.53,-18.53,-18.53,11.25,11.25,11.26,11.26,11.25,11.25,-15.74,-15.74,-15.74,11.25,11.25,11.26,11.26,11.26,11.26,PASSED
105210311473,-15.79,-15.79,-15.79,-15.79,-15.79,-15.79,-15.26,-15.26,-15.26,-15.26,-15.26,0.87,0.87,0.87,0.87,0.87,-15.78,-15.78,-15.78,-15.78,-15.78,-15.78,-15.75,-15.75,-15.75,-15.75,-15.75,0.83,0.83,0.83,0.83,0.83,-16.66,-16.66,-16.66,10.74,10.74,10.89,10.89,11.21,11.21,-15.89,-15.89,-15.89,11.14,11.14,11.08,11.08,11.31,11.31,PASSED
105205110828,-15.18,-15.18,-15.18,-15.18,-15.18,-15.18,-16.43,-16.43,-16.43,-16.43,-16.43,0.86,0.86,0.86,0.86,0.86,-15.27,-15.27,-15.27,-15.27,-15.27,-15.27,-15.25,-15.25,-15.25,-15.25,-15.25,0.85,0.85,0.85,0.85,0.85,-16.58,-16.58,-16.58,11.09,11.09,11.09,11.09,11.09,11.09,-16.2,-16.2,-16.2,11.13,11.13,11.14,11.14,11.13,11.13,PASSED
105210111972,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,-17.12,-17.12,-17.12,-17.12,-17.12,1.15,1.15,1.15,1.15,1.15,-16.02,-16.02,-16.02,-16.02,-16.02,-16.02,-16.2,-16.2,-16.2,-16.2,-16.2,1.3,1.3,1.3,1.3,1.3,-15.88,-15.88,-15.88,10.94,10.94,10.58,10.58,10.63,10.63,-15.56,-15.56,-15.56,10.96,10.96,10.72,10.72,10.74,10.74,PASSED
105205110952,-17.06,-17.06,-17.06,-17.06,-17.06,-17.06,-17.19,-17.19,-17.19,-17.19,-17.19,1.49,1.49,1.49,1.49,1.49,-15.65,-15.65,-15.65,-15.65,-15.65,-15.65,-15.61,-15.61,-15.61,-15.61,-15.61,1.53,1.53,1.53,1.53,1.53,-17.56,-17.56,-17.56,11.05,11.05,11.05,11.05,11.04,11.04,-15.99,-15.99,-15.99,11.28,11.28,11.28,11.28,11.28,11.28,PASSED
105205210024,-15.28,-15.28,-15.28,-15.28,-15.28,-15.28,-15.9,-15.9,-15.9,-15.9,-15.9,1.24,1.24,1.24,1.24,1.24,-15.57,-15.57,-15.57,-15.57,-15.57,-15.57,-15.84,-15.84,-15.84,-15.84,-15.84,1.07,1.07,1.07,1.07,1.07,-17.01,-17.01,-17.01,10.61,10.61,11.11,11.11,11.11,11.11,-15.26,-15.26,-15.26,11.42,11.42,11.18,11.18,11.17,11.17,PASSED
105210111962,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,0.82,0.82,0.82,0.82,0.82,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-15.97,-15.97,-15.97,-15.97,-15.97,0.76,0.76,0.76,0.76,0.76,-16.91,-16.91,-16.91,11.03,11.03,11.04,11.04,11.03,11.03,-15.45,-15.45,-15.45,11.14,11.14,11.14,11.14,11.13,11.13,PASSED
105194610725,-16.62,-16.62,-16.62,-16.62,-16.62,-16.62,-16.66,-16.66,-16.66,-16.66,-16.66,0.58,0.58,0.58,0.58,0.58,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,-16.8,-16.8,-16.8,-16.8,-16.8,0.93,0.93,0.93,0.93,0.93,-16.63,-16.63,-16.63,10.89,10.89,10.88,10.88,10.87,10.87,-15.21,-15.21,-15.21,11.14,11.14,11.13,11.13,11.14,11.14,PASSED
105205210030,-15.77,-15.77,-15.77,-15.77,-15.77,-15.77,-15.48,-15.48,-15.48,-15.48,-15.48,1.35,1.35,1.35,1.35,1.35,-15.54,-15.54,-15.54,-15.54,-15.54,-15.54,-15.56,-15.56,-15.56,-15.56,-15.56,0.89,0.89,0.89,0.89,0.89,-17.03,-17.03,-17.03,10.9,10.9,10.89,10.89,10.9,10.9,-15.53,-15.53,-15.53,10.86,10.86,10.77,10.77,10.76,10.76,PASSED
105204411958,-15.35,-15.35,-15.35,-15.35,-15.35,-15.35,-15.83,-15.83,-15.83,-15.83,-15.83,1.85,1.85,1.85,1.85,1.85,-15.25,-15.25,-15.25,-15.25,-15.25,-15.25,-15.71,-15.71,-15.71,-15.71,-15.71,0.87,0.87,0.87,0.87,0.87,-18.13,-18.13,-18.13,10.89,10.89,10.95,10.95,10.56,10.56,-15.05,-15.05,-15.05,10.94,10.94,11.19,11.19,10.88,10.88,PASSED
105204610626,-16.95,-16.95,-16.95,-16.95,-16.95,-16.95,-17.03,-17.03,-17.03,-17.03,-17.03,0.65,0.65,0.65,0.65,0.65,-15.19,-15.19,-15.19,-15.19,-15.19,-15.19,-15.12,-15.12,-15.12,-15.12,-15.12,1.34,1.34,1.34,1.34,1.34,-15.87,-15.87,-15.87,10.97,10.97,10.97,10.97,10.96,10.96,-15.0,-15.0,-15.0,11.18,11.18,11.18,11.18,11.19,11.19,PASSED
105210311340,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.83,-15.83,-15.83,-15.83,-15.83,1.14,1.14,1.14,1.14,1.14,-16.34,-16.34,-16.34,-16.34,-16.34,-16.34,-16.25,-16.25,-16.25,-16.25,-16.25,0.86,0.86,0.86,0.86,0.86,-16.56,-16.56,-16.56,10.86,10.86,11.35,11.35,11.35,11.35,-16.3,-16.3,-16.3,11.18,11.18,11.41,11.41,11.44,11.44,PASSED
105201510223,-16.81,-16.81,-16.81,-16.81,-16.81,-16.81,-16.67,-16.67,-16.67,-16.67,-16.67,1.6,1.6,1.6,1.6,1.6,-15.03,-15.03,-15.03,-15.03,-15.03,-15.03,-15.68,-15.68,-15.68,-15.68,-15.68,1.35,1.35,1.35,1.35,1.35,-16.61,-16.61,-16.61,10.92,10.92,10.66,10.66,10.58,10.58,-16.11,-16.11,-16.11,10.96,10.96,10.72,10.72,10.64,10.64,PASSED
105205210028,-15.22,-15.22,-15.22,-15.22,-15.22,-15.22,-15.15,-15.15,-15.15,-15.15,-15.15,1.1,1.1,1.1,1.1,1.1,-16.47,-16.47,-16.47,-16.47,-16.47,-16.47,-15.15,-15.15,-15.15,-15.15,-15.15,1.06,1.06,1.06,1.06,1.06,-16.09,-16.09,-16.09,10.97,10.97,10.83,10.83,10.75,10.75,-15.72,-15.72,-15.72,11.04,11.04,11.23,11.23,10.91,10.91,PASSED
105204410968,-15.71,-15.71,-15.71,-15.71,-15.71,-15.71,-15.7,-15.7,-15.7,-15.7,-15.7,1.41,1.41,1.41,1.41,1.41,-15.1,-15.1,-15.1,-15.1,-15.1,-15.1,-15.07,-15.07,-15.07,-15.07,-15.07,0.84,0.84,0.84,0.84,0.84,-15.48,-15.48,-15.48,10.92,10.92,10.9,10.9,10.91,10.91,-15.32,-15.32,-15.32,11.18,11.18,11.17,11.17,11.17,11.17,PASSED
105205210061,-15.7,-15.7,-15.7,-15.7,-15.7,-15.7,-16.86,-16.86,-16.86,-16.86,-16.86,0.74,0.74,0.74,0.74,0.74,-15.18,-15.18,-15.18,-15.18,-15.18,-15.18,-15.22,-15.22,-15.22,-15.22,-15.22,1.21,1.21,1.21,1.21,1.21,-17.01,-17.01,-17.01,10.86,10.86,10.79,10.79,10.8,10.8,-15.52,-15.52,-15.52,11.45,11.45,11.18,11.18,11.19,11.19,PASSED
105210112131,-15.57,-15.57,-15.57,-15.57,-15.57,-15.57,-15.68,-15.68,-15.68,-15.68,-15.68,1.17,1.17,1.17,1.17,1.17,-16.12,-16.12,-16.12,-16.12,-16.12,-16.12,-15.84,-15.84,-15.84,-15.84,-15.84,1.07,1.07,1.07,1.07,1.07,-17.04,-17.04,-17.04,10.92,10.92,11.03,11.03,10.74,10.74,-15.48,-15.48,-15.48,11.03,11.03,11.16,11.16,10.88,10.88,PASSED
